city,colors,shape,state,time
Scottsdale,ORANGE,FIREBALL,AZ,5/9/1981 0:00
Wayne,,OVAL,NJ,5/10/1981 21:00
Twenty Nine Palms,,LIGHT,CA,5/15/1981 2:00
Grass Valley,,CIGAR,CA,5/15/1981 16:00
Durham,,SPHERE,NC,5/20/1981 22:00
Humboldt,,DISK,TN,5/20/1981 23:00
Sierra Vista,,CHEVRON,AZ,5/25/1981 20:30
Camden,,DISK,AR,6/1/1981 0:00
The Dalles,,FIREBALL,OR,6/1/1981 17:00
Lake Morena,,CIGAR,CA,6/1/1981 19:00
South Saint Paul,,CHEVRON,MN,6/1/1981 19:00
Detroit,,CIRCLE,MI,6/1/1981 20:00
Kittanning,,DISK,PA,6/1/1981 20:00
Mesa,,OTHER,AZ,6/1/1981 20:00
New Bedford,,DISK,MA,6/1/1981 20:00
Portland,,TRIANGLE,OR,6/1/1981 21:00
South St. Paul,,CHEVRON,MN,6/1/1981 22:00
Reno,,LIGHT,NV,6/1/1981 22:30
Wedgefield,,DISK,SC,6/5/1981 10:00
Myrtle Beach,,LIGHT,SC,6/5/1981 21:00
Columbus,,OTHER,NE,6/6/1981 23:59
Vandergrift,,DISK,PA,6/8/1981 20:00
Camp Pendelton,,,CA,6/10/1981 14:00
Fremont,,DIAMOND,CA,6/10/1981 22:00
Hollywood,,OVAL,FL,6/10/1981 23:00
Providence,,DIAMOND,RI,6/11/1981 18:00
North Bend,,OVAL,OR,6/13/1981 19:30
Kulpmount,,TRIANGLE,PA,6/13/1981 22:00
none,,CIRCLE,NV,6/15/1981 0:00
Point Barrow,,CYLINDER,AK,6/15/1981 0:00
Morrow,RED,LIGHT,OH,6/15/1981 0:30
Huntsville,,,OH,6/15/1981 1:00
Baldwin,,CIRCLE,WI,6/15/1981 16:00
Crawford,,FIREBALL,CO,6/15/1981 20:00
Wellston,,TRIANGLE,OH,6/15/1981 20:00
Red Bluff,,,CA,6/15/1981 21:00
Aberdeen,,CYLINDER,WA,6/15/1981 22:00
Hendersonville,,,TN,6/15/1981 22:00
Las Vegas,,,NV,6/15/1981 22:30
Seattle,,RECTANGLE,WA,6/15/1981 22:30
Elizaville,,OTHER,KY,6/15/1981 23:30
Kenner,,CIRCLE,LA,6/17/1981 13:00
Mondel,,,NM,6/18/1981 3:00
Whitney,,FORMATION,TX,6/20/1981 2:30
Olympia,ORANGE,SPHERE,WA,6/20/1981 23:00
Huntsville,RED,CIRCLE,AL,6/30/1981 0:00
Webster,,OTHER,MA,6/30/1981 0:00
Manchester,,SPHERE,CT,6/30/1981 12:00
Whitney,,FORMATION,TX,6/30/1981 15:30
Raynham,,DISK,MA,6/30/1981 17:00
Sharon Springs,,CIRCLE,NY,6/30/1981 19:00
Grand Rivers,,,KY,6/30/1981 21:00
Lebanon,,TRIANGLE,MO,6/30/1981 21:00
Paragon,,SPHERE,IN,6/30/1981 21:00
Watsonville,,,CA,7/1/1981 21:30
Indian Springs,,LIGHT,NV,7/1/1981 22:00
Dillonvale,,LIGHT,OH,7/3/1981 22:30
Brighton,,LIGHT,IL,7/5/1981 1:00
Ellwood city,,SPHERE,PA,7/6/1981 13:30
Edwards AFB,,DIAMOND,CA,7/7/1981 21:30
Christiansburg,,LIGHT,VA,7/8/1981 20:00
Lisbon Falls,BLUE,FIREBALL,ME,7/8/1981 20:00
Cape Cod,,LIGHT,MA,7/10/1981 22:00
Connorsville,,LIGHT,WI,7/10/1981 23:30
Tabernacle,,RECTANGLE,NJ,7/11/1981 21:45
Stony Brook University,,DISK,NY,7/15/1981 2:30
Fayetteville,,OTHER,AR,7/15/1981 19:00
Mayfield,,CIGAR,NY,7/18/1981 22:00
Berkeley,,DIAMOND,MO,7/22/1981 13:00
Foresthill,,CIGAR,CA,7/28/1981 23:59
Vinton,,TRIANGLE,IA,7/29/1981 18:00
Hobbs,,CONE,NM,7/30/1981 19:30
Carnation,,DISK,WA,7/30/1981 23:00
Coloma,YELLOW,SPHERE,CA,8/1/1981 2:00
Austin,,FORMATION,TX,8/1/1981 3:00
Carnes,,TRIANGLE,MS,8/1/1981 20:00
Stockton,,RECTANGLE,CA,8/1/1981 20:00
Estes Park,,,CO,8/1/1981 22:00
Murphysboro,,CIRCLE,IL,8/1/1981 22:00
Ruston,,OVAL,LA,8/8/1981 12:00
Salinas,,DISK,CA,8/10/1981 19:00
Murray,,,UT,8/11/1981 18:49
Gurnee,,,IL,8/15/1981 1:00
Jensen,,CYLINDER,UT,8/15/1981 7:00
Sultan,,,WA,8/15/1981 10:40
Jacksonville,,SPHERE,FL,8/15/1981 19:00
Vichy,,,MO,8/15/1981 21:00
Huntington Beach,,TRIANGLE,CA,8/15/1981 22:00
Cambridge,,,OH,8/15/1981 23:00
Jacksonville Beach,,VARIOUS,FL,8/15/1981 23:00
Saratoga,RED,OVAL,NY,8/23/1981 3:30
Los Angeles,,CIGAR,CA,8/28/1981 4:30
Sadieville,,LIGHT,KY,8/30/1981 21:00
Trona,,DISK,CA,8/31/1981 19:30
Jacksonveil,GREEN,SPHERE,NC,9/1/1981 0:00
Diamond,,LIGHT,MO,9/1/1981 16:50
Fairburn,,DISK,GA,9/1/1981 19:00
Port Jervis,RED,TRIANGLE,NY,9/1/1981 20:00
Raynham,,DISK,MA,9/4/1981 17:00
Solomon,,OTHER,KS,9/7/1981 3:00
Henderson,,RECTANGLE,NC,9/10/1981 23:00
Lilburn,,DISK,GA,9/14/1981 20:30
Georgetown,,TRIANGLE,SC,9/15/1981 6:30
Bryan,,OTHER,TX,9/15/1981 10:30
Ft. Hauchuca,,CIGAR,AZ,9/15/1981 12:30
Trenton,,RECTANGLE,MO,9/15/1981 19:30
Star Junction,,CIRCLE,PA,9/15/1981 20:30
Grand Prairie,,LIGHT,TX,9/15/1981 21:00
Twin Falls,,OTHER,ID,9/16/1981 18:00
Andrews AFB,,CIRCLE,MD,9/20/1981 18:00
Blue Springs,,OTHER,MO,9/25/1981 22:00
Keystone,,OVAL,SD,9/27/1981 15:30
Edina,,DISK,MN,9/29/1981 0:00
Texas City,,,TX,10/1/1981 0:00
Hesperia,GREEN,OVAL,MI,10/1/1981 20:00
Mt. Sterling,,DISK,KY,10/1/1981 20:00
Columbus,,DISK,OH,10/4/1981 19:00
Apache Lake,,EGG,AZ,10/15/1981 9:00
Beaverton,,CIGAR,OR,10/15/1981 16:00
San Jose,,DISK,CA,10/15/1981 16:30
Clark County,,DISK,KY,10/15/1981 19:00
Detroit,,CIGAR,OR,10/18/1981 7:30
Boulder,,DISK,CO,10/18/1981 16:00
Sherwood,,OTHER,OR,10/20/1981 21:00
West Elk Wilderness Area,,CIRCLE,CO,10/30/1981 23:00
Weed,,DISK,CA,10/31/1981 18:00
Lincoln,,SPHERE,NE,11/1/1981 22:00
San Francisco,,OTHER,CA,11/10/1981 21:00
Plum Grove,,CIRCLE,TX,11/11/1981 3:00
Sherwood,,OTHER,OR,11/20/1981 19:00
Broken Arrow,,OVAL,OK,11/20/1981 20:00
Delmar,RED GREEN BLUE,LIGHT,DE,11/21/1981 21:30
Pacifica,,VARIOUS,CA,11/23/1981 20:30
Angleton,,SPHERE,TX,11/25/1981 22:00
Stowe,,RECTANGLE,VT,11/25/1981 22:00
North Bergen,,FIREBALL,NJ,11/27/1981 9:00
Bartlesville,,,OK,11/29/1981 0:30
Vernon,,TRIANGLE,NJ,11/30/1981 20:00
Albuquerque,,RECTANGLE,NM,12/1/1981 19:00
Orlando,,LIGHT,FL,12/1/1981 21:00
Fort Lauderdale,,,FL,12/20/1981 2:00
Bedford County,,DISK,VA,12/24/1981 20:00
Woodstown,,DISK,NJ,12/29/1981 22:00
Orange County,,CIRCLE,NC,1/1/1982 20:00
Carlsbad,RED,,NM,1/1/1982 22:00
Edwards AFB,,LIGHT,CA,1/6/1982 17:00
Fort Lee,,DISK,VA,1/14/1982 5:00
Cape Hatteras,,CIRCLE,NC,2/1/1982 13:00
Mt. Palomar,,,CA,2/1/1982 22:00
Windsor,,TRIANGLE,CO,2/12/1982 23:54
Windsor,,TRIANGLE,CO,2/12/1982 23:54
Yuma,ORANGE,OVAL,AZ,2/15/1982 23:30
Siamese Ponds Wilderness,,DISK,NY,4/1/1982 4:00
Walhalla,,OTHER,SC,4/12/1982 20:30
Piscataway,,DISK,NJ,5/1/1982 20:00
Fort Collins,ORANGE,FORMATION,CO,5/7/1982 16:30
Bono,,,AR,5/7/1982 20:00
Longmont,,DISK,CO,5/9/1982 20:00
Piscataway,,DISK,NJ,5/11/1982 20:00
Edinboro,,,PA,5/12/1982 21:50
Tullahoma,ORANGE,OVAL,TN,5/15/1982 4:30
Detroit,,TRIANGLE,MI,5/15/1982 16:00
West Reno,,OTHER,NV,5/15/1982 20:00
Marin,,DISK,CA,5/18/1982 14:00
Sterling,,LIGHT,KS,5/20/1982 2:00
Cheshire,,,CT,5/20/1982 20:00
Stewart State Park,,FORMATION,OR,5/28/1982 18:00
Fort Worth,,OVAL,TX,6/1/1982 0:00
Moki Dugway,,TRIANGLE,UT,6/1/1982 0:00
Oakland,,LIGHT,MD,6/1/1982 0:00
Olalla,,CIRCLE,WA,6/1/1982 0:00
Hershey,RED,OVAL,PA,6/1/1982 1:00
Sequim,ORANGE,OVAL,WA,6/1/1982 6:00
Excelsior Springs,,TRIANGLE,MO,6/1/1982 10:00
Tully,,TRIANGLE,NY,6/1/1982 12:00
Pineville,,FORMATION,LA,6/1/1982 17:00
San Antonio,,OTHER,TX,6/1/1982 18:00
Agawam,,DISK,MA,6/1/1982 20:00
Indianapolis,,CIRCLE,IN,6/1/1982 20:00
Tullahoma County,,FORMATION,TN,6/1/1982 20:00
Great Falls,,CIRCLE,MT,6/1/1982 21:00
Malmstrom AFB,,CIGAR,MT,6/1/1982 21:00
Titusville,,LIGHT,FL,6/1/1982 21:00
Gainesville,,LIGHT,TX,6/1/1982 22:00
Peekskill,,CHEVRON,NY,6/1/1982 22:00
Arcola,,TEARDROP,IL,6/1/1982 23:00
Clovis,,LIGHT,CA,6/2/1982 11:00
Newark,,FIREBALL,NJ,6/6/1982 0:00
Warwick,ORANGE,DISK,RI,6/6/1982 1:00
Dennisport,,DISK,MA,6/8/1982 18:30
Greensboro,,SPHERE,NC,6/10/1982 21:30
Coronado,,EGG,CA,6/10/1982 22:00
Flint,,SPHERE,MI,6/12/1982 13:00
Steger,GREEN,DIAMOND,IL,6/12/1982 22:30
Alpine,,LIGHT,CA,6/14/1982 10:00
Bowie,,DISK,AZ,6/15/1982 0:00
Sonisidro,,DIAMOND,CA,6/15/1982 0:00
Seattle,,TRIANGLE,WA,6/15/1982 2:30
Goldsboro,,DISK,NC,6/15/1982 12:45
Juneau,ORANGE,SPHERE,AK,6/15/1982 14:00
Lincoln,,OTHER,CA,6/15/1982 14:00
Overland Park,,CIGAR,KS,6/15/1982 14:00
Haughton,RED,DISK,LA,6/15/1982 15:00
New York City,,CIGAR,NY,6/15/1982 19:00
San Elizario,,DISK,TX,6/15/1982 19:00
Agawam,,SPHERE,MA,6/15/1982 20:00
Chesterfield,,OTHER,MI,6/15/1982 20:00
Issaquah,,DISK,WA,6/15/1982 21:00
New Bedford,,OTHER,MA,6/15/1982 21:00
Sarona,,CIRCLE,WI,6/15/1982 21:00
Rocky Point,,TRIANGLE,NC,6/15/1982 22:00
Fontana,,DISK,CA,6/16/1982 14:30
Chicago,,DISK,IL,6/19/1982 15:00
Elgin,,CIRCLE,IL,6/19/1982 15:00
Fort Stockton,,OVAL,TX,6/20/1982 0:00
Collingswood,,LIGHT,NJ,6/20/1982 20:30
Highland Springs,GREEN,TRIANGLE,VA,6/20/1982 20:30
Harpursville,,TRIANGLE,NY,6/20/1982 22:00
New Ross,,OTHER,IN,6/22/1982 8:30
,,SPHERE,CA,6/23/1982 23:00
Terre Haute,,LIGHT,IN,6/25/1982 0:00
Fagstaff,,CIRCLE,AZ,6/30/1982 0:00
Grass Valley,,CIGAR,CA,6/30/1982 0:00
Garden City,,DISK,MI,6/30/1982 23:00
Monticello,,,UT,7/1/1982 1:00
Lakewood,,SPHERE,NJ,7/1/1982 8:30
Marshall,,LIGHT,MO,7/1/1982 19:00
Rock Hill,,CIGAR,SC,7/1/1982 19:00
New York City,,DISK,NY,7/1/1982 20:00
Highland Park,,CYLINDER,IL,7/1/1982 21:00
Houston,,DISK,TX,7/3/1982 0:00
Hermosa Beach,,DISK,CA,7/4/1982 21:00
Madison,,LIGHT,CT,7/5/1982 0:00
Hamilton,,LIGHT,OH,7/6/1982 19:00
Malibu,,CIRCLE,CA,7/10/1982 0:00
Boardman,,LIGHT,OH,7/10/1982 22:00
Baker Lake,,CIRCLE,WA,7/15/1982 0:00
Williamsport,,LIGHT,PA,7/15/1982 1:30
Christiansburg,ORANGE,CIRCLE,OH,7/15/1982 15:00
Chittenango,ORANGE,TRIANGLE,NY,7/15/1982 21:00
Las Vegas,,DISK,NV,7/15/1982 21:00
Reidsville,,OVAL,NC,7/15/1982 21:00
Land Between the Lakes,,TRIANGLE,KY,7/15/1982 23:00
Fayetteville,RED YELLOW GREEN BLUE,VARIOUS,NC,7/16/1982 4:37
Portage Dunning Rs.,,LIGHT,WI,7/16/1982 22:00
Mountian View,,CYLINDER,CA,7/18/1982 15:30
Mount Rainier National Park,,LIGHT,WA,7/20/1982 1:00
Shavertown,,,PA,7/20/1982 2:00
Athol,,TRIANGLE,MA,7/20/1982 19:00
Corry-Wattsburg,RED GREEN,TRIANGLE,PA,7/20/1982 22:00
Grass Valley,,OTHER,CA,7/22/1982 20:30
Bowling Green,,OTHER,KY,7/23/1982 1:00
Sweetwater,,CYLINDER,TN,7/23/1982 19:00
Carolina,,DISK,WV,7/28/1982 11:00
Holden Beach,,OTHER,NC,7/30/1982 22:00
Burnsville,,LIGHT,MN,8/1/1982 19:00
Fremont,,DISK,CA,8/1/1982 23:30
Rome,,CIGAR,NY,8/5/1982 20:30
Banks Lake,,OTHER,WA,8/5/1982 23:00
Townsen,,,MT,8/8/1982 22:00
Manteca,,DISK,CA,8/10/1982 0:00
Stockton,,DISK,CA,8/10/1982 7:30
Stockton,,DISK,CA,8/10/1982 19:30
Marysville,,DISK,CA,8/10/1982 22:30
Littleton,,RECTANGLE,MA,8/13/1982 0:30
Highland Heights,,TEARDROP,OH,8/15/1982 1:00
Llincoln,,DISK,NE,8/15/1982 3:00
Asbury Park,,SPHERE,NJ,8/15/1982 3:45
Tuckerton,,SPHERE,NJ,8/15/1982 6:15
Old Woman Mountains area,,DISK,CA,8/15/1982 22:00
Los Angeles,,OVAL,CA,8/17/1982 16:00
Vacaville,,FIREBALL,CA,8/17/1982 19:00
Liverpool,,TRIANGLE,NY,8/18/1982 21:00
Fowlerville,,OVAL,MI,8/20/1982 23:30
Southwest Harbor,,CYLINDER,ME,8/27/1982 1:00
Nome,GREEN,LIGHT,ND,9/1/1982 0:00
Crestwood,,LIGHT,KY,9/1/1982 21:00
Palm Desert,,DISK,CA,9/7/1982 18:00
Mount Kisco,RED BLUE,SPHERE,NY,9/9/1982 16:10
Mason City,ORANGE,SPHERE,IA,9/12/1982 5:30
Wiley,,FLASH,GA,9/12/1982 22:00
Murphysboro,,LIGHT,IL,9/13/1982 21:00
Ripley,,,TN,9/14/1982 2:00
Calion,,TRIANGLE,AR,9/14/1982 19:00
Calion,,TRIANGLE,AR,9/14/1982 19:00
La Crosse,,DISK,WI,9/15/1982 17:00
Lost Creek,,LIGHT,WV,9/15/1982 21:00
Eidson,,CHEVRON,TN,9/15/1982 22:00
Janesville,,RECTANGLE,WI,9/15/1982 22:00
Gilbert,,,WV,9/18/1982 19:00
Slidell,,VARIOUS,LA,9/20/1982 12:00
Luray,,,VA,9/20/1982 16:22
Dixie,,DISK,ID,9/20/1982 19:00
Swartz Creek,,FIREBALL,MI,10/1/1982 22:10
San Antonio,,CIRCLE,TX,10/5/1982 23:00
New Haven,,TRIANGLE,CT,10/7/1982 23:00
Weaverville,,OTHER,NC,10/8/1982 18:00
Pearlington,,LIGHT,MS,10/12/1982 5:30
Pearlington,,LIGHT,MS,10/12/1982 5:30
Van Nuys,,DISK,CA,10/15/1982 14:00
Snoqualmine,ORANGE,OVAL,WA,10/15/1982 18:00
Lake City,,,FL,10/15/1982 19:00
Smithfield,,CIRCLE,RI,10/15/1982 19:30
Barton,,RECTANGLE,VT,10/15/1982 20:00
North Hudson,,DISK,NY,10/15/1982 20:00
Hampton,,CHEVRON,VA,10/15/1982 20:30
Concord,,RECTANGLE,OH,10/15/1982 21:00
Omaha,,DISK,NE,10/15/1982 21:00
Narragansette,GREEN,CHEVRON,RI,10/15/1982 22:00
Chillicothe,,RECTANGLE,OH,10/15/1982 23:00
Orem,,TRIANGLE,UT,10/21/1982 23:30
Dilworth,ORANGE,OTHER,MN,10/31/1982 18:30
East Texas River,,EGG,TX,11/1/1982 0:00
Ft. Leonard Wood,,DISK,MO,11/1/1982 4:30
Woolwich,,VARIOUS,ME,11/1/1982 6:15
Oxnard,GREEN,SPHERE,CA,11/1/1982 23:15
Florida,,LIGHT,FL,11/11/1982 0:00
Marksville,,CIRCLE,LA,11/15/1982 3:00
Fremont,BLUE,LIGHT,OH,11/15/1982 20:00
Surfside,,DIAMOND,FL,11/20/1982 0:00
Clinton Township,,CIRCLE,MI,11/23/1982 15:45
Madill,,FIREBALL,OK,12/1/1982 2:00
Nyack,,CIGAR,CA,12/1/1982 22:00
Boone,BLUE,CHEVRON,NC,12/10/1982 22:00
Huntington,,,NY,12/10/1982 23:00
Sanford,,DISK,FL,12/15/1982 6:30
Kingsport,,TRIANGLE,TN,12/15/1982 21:00
Kansas City,,CIRCLE,MO,12/25/1982 1:45
High Point,,LIGHT,NC,12/25/1982 19:00
Crosby,,CYLINDER,TX,1/10/1983 20:00
Seattle,ORANGE,SPHERE,WA,1/13/1983 17:00
Glidden,,LIGHT,IA,1/20/1983 18:30
Las Vegas,,CIRCLE,NV,2/11/1983 0:00
West Palm Beach,,DISK,FL,2/15/1983 1:00
Tilden,,FIREBALL,TX,2/28/1983 21:30
Sandpoint,,DISK,ID,3/1/1983 19:00
O'Fallon,,DISK,IL,3/1/1983 20:00
Phoenixville,,SPHERE,PA,3/10/1983 3:00
Milpitas,,CIRCLE,CA,3/22/1983 13:00
Overbrook,,OTHER,KS,3/27/1983 21:57
New Rochelle,,DISK,NY,4/1/1983 17:14
Bishop,,,CA,4/1/1983 21:00
Waikiki,,DISK,HI,4/5/1983 20:00
Fruita,,TRIANGLE,CO,4/7/1983 0:00
Honolulu,,OVAL,HI,4/7/1983 23:00
Katonah,,SPHERE,NY,4/15/1983 12:00
New Orleans,,OVAL,LA,4/15/1983 13:30
Williamstown,,TRIANGLE,NJ,4/15/1983 19:00
St. Robert,,OTHER,MO,4/20/1983 0:00
Wyoming,,OTHER,WY,4/20/1983 0:00
Prince William Sound,,OTHER,AK,4/20/1983 9:00
Oshkosh,,TRIANGLE,WI,4/23/1983 8:30
Oshkosh,,TRIANGLE,WI,4/23/1983 20:30
Blythe,,VARIOUS,AZ,4/27/1983 23:42
Lehi,,,UT,4/30/1983 9:00
North Kansas City,,OTHER,MO,5/1/1983 17:30
Washington County,,DIAMOND,MS,5/1/1983 19:00
Chesterfield,,CYLINDER,VA,5/1/1983 21:00
Minneapolis,,DISK,MN,5/2/1983 9:00
Riverside,,CIRCLE,TX,5/5/1983 19:45
Bremerton,,TRIANGLE,WA,5/10/1983 23:15
Granite City,,DISK,IL,5/13/1983 21:30
Roslyn,,DISK,NY,5/15/1983 0:00
Willits,,DIAMOND,CA,5/15/1983 19:30
Tallahassee,,,FL,5/17/1983 5:45
Valley City,,OTHER,ND,5/20/1983 21:30
Pacoima,,OTHER,CA,5/24/1983 1:30
San Bernadino,,DISK,CA,5/28/1983 21:15
Muskegon County,,DISK,MI,5/31/1983 8:00
Hampton,,CIRCLE,GA,6/1/1983 0:00
Nevada,,OTHER,NV,6/1/1983 10:00
Cleveland,,OVAL,OH,6/1/1983 11:00
San Diego,,,CA,6/1/1983 15:30
Dearborn,,DISK,MI,6/1/1983 16:00
St. Louis,,DISK,MO,6/1/1983 19:00
Crosby,RED ORANGE,OVAL,TX,6/1/1983 20:00
Phoenix,,CIRCLE,AZ,6/1/1983 21:30
Sarasota,,DISK,FL,6/1/1983 22:00
Alpena,,SPHERE,AR,6/1/1983 23:00
Phoenix,,DISK,AZ,6/1/1983 23:00
Westwood,,OTHER,CA,6/1/1983 23:00
Jeffersonville,,OVAL,IN,6/2/1983 22:00
North Bend,,OVAL,OR,6/6/1983 22:00
North Canton,,VARIOUS,OH,6/15/1983 0:00
Cloverdale,,EGG,CA,6/15/1983 0:15
Shokan,,LIGHT,NY,6/15/1983 2:00
Garden City,,DISK,MI,6/15/1983 11:30
Borger,,OTHER,TX,6/15/1983 17:30
Sandpoint,,DISK,ID,6/15/1983 18:00
Amarillo,,TRIANGLE,TX,6/15/1983 19:00
Phoenix,,SPHERE,AZ,6/15/1983 19:30
Reno,GREEN,LIGHT,NV,6/15/1983 20:00
Jacksonville,,TRIANGLE,FL,6/15/1983 21:30
St. Paul Park,,TRIANGLE,MN,6/15/1983 22:00
Red Wing,,TRIANGLE,MN,6/15/1983 22:30
Truckee,,CIRCLE,CA,6/18/1983 23:00
Tulsa,,CIRCLE,OK,6/27/1983 7:30
North Port,,,MI,6/30/1983 0:00
Williamsburg,YELLOW,CIRCLE,VA,6/30/1983 1:00
Amesbury,,TRIANGLE,MA,6/30/1983 3:00
San Diego,,OTHER,CA,6/30/1983 15:00
Stonewall,,OVAL,LA,6/30/1983 18:00
Wedgefield,,DISK,SC,6/30/1983 21:00
Koneohe Bay,,,HI,6/30/1983 22:00
Swayzee,YELLOW GREEN BLUE,,IN,7/1/1983 1:30
Ft. Huachuca,,LIGHT,AZ,7/1/1983 2:30
Strandburg,RED GREEN,FORMATION,SD,7/1/1983 4:00
Sharps Creek,,DIAMOND,OR,7/1/1983 15:00
Warwick,,DISK,RI,7/1/1983 18:00
Pittsburg,,FLASH,KS,7/1/1983 21:10
Lumberton,,DISK,TX,7/3/1983 0:00
Sharpsville,RED,OVAL,PA,7/4/1983 21:00
New York City,,FIREBALL,NY,7/10/1983 20:00
Mountain Home,,OVAL,ID,7/10/1983 21:00
Savanah,,RECTANGLE,GA,7/15/1983 0:00
Vanderbilt,,OTHER,MI,7/15/1983 0:00
Hollywood,YELLOW,FIREBALL,FL,7/15/1983 5:30
Grand Prairie,,,TX,7/15/1983 18:00
Lake City,,TRIANGLE,FL,7/15/1983 18:00
Moreno Valley,,VARIOUS,CA,7/15/1983 18:30
Fair Lawn,GREEN,SPHERE,NJ,7/15/1983 19:00
Edison,,SPHERE,NJ,7/15/1983 20:00
Poughkeepsie,,OTHER,NY,7/15/1983 21:15
Little Falls,,RECTANGLE,NJ,7/15/1983 22:00
Taylorville,,DISK,IL,7/15/1983 22:00
Goldens Bridge,,CHEVRON,VA,7/20/1983 22:30
San Antonio,,CIGAR,TX,7/27/1983 21:00
Santa Rosa,RED,,CA,8/1/1983 1:30
Reedsville,,SPHERE,WV,8/1/1983 14:30
Mt. Kisco,,TRIANGLE,NY,8/1/1983 21:00
Dallas,RED YELLOW GREEN,SPHERE,TX,8/1/1983 22:30
Cassopolis,,SPHERE,MI,8/8/1983 15:00
Pulaski,,TRIANGLE,VA,8/12/1983 23:40
Hastings,,OTHER,MI,8/14/1983 2:00
Plattekill,,DISK,NY,8/15/1983 0:30
Citrus Heights,,DISK,CA,8/15/1983 17:00
Cookstown,,TRIANGLE,NJ,8/15/1983 20:00
Hartford,,FIREBALL,CT,8/15/1983 21:00
Katonah,,TRIANGLE,NY,8/15/1983 21:00
Quinton,,OTHER,VA,8/15/1983 21:00
Shellsburg,,TRIANGLE,IA,8/15/1983 21:00
Bedford Hills,,CHEVRON,NY,8/15/1983 21:05
Columbus,,DISK,GA,8/15/1983 23:30
Peoria County,RED ORANGE,CIGAR,IL,8/20/1983 18:00
New Haven,,SPHERE,CT,8/21/1983 22:50
Van Nuys,,TRIANGLE,CA,8/22/1983 22:00
North Las Vegas,,DIAMOND,NV,9/1/1983 19:30
Allentown,,DISK,PA,9/1/1983 20:00
Boulder,,TRIANGLE,CO,9/1/1983 21:30
Maroa,,DISK,IL,9/4/1983 15:10
Mulberry,,LIGHT,IN,9/10/1983 19:00
Plomosa Mountains,,FIREBALL,AZ,9/12/1983 21:00
Ocean Isle Beach,,DISK,SC,9/13/1983 10:49
Minden,,SPHERE,NV,9/15/1983 5:00
Clovis,,TRIANGLE,NM,9/15/1983 21:00
Stratford,,TRIANGLE,CT,9/15/1983 21:00
Hamersville,RED,SPHERE,OH,9/30/1983 20:00
Ayer,,,MA,10/1/1983 20:00
Elizabeth Township,,OVAL,PA,10/1/1983 20:30
Tarboro,,DISK,NC,10/1/1983 21:00
California Valley,,DISK,CA,10/15/1983 0:00
Crete,,TRIANGLE,NE,10/15/1983 19:00
Upper Saddle River,,,NJ,10/21/1983 3:00
California Valley,,DISK,CA,10/25/1983 2:00
Orange,ORANGE,DIAMOND,MA,10/25/1983 20:55
Rochester,,DIAMOND,NH,10/31/1983 19:00
Citrus Heights,ORANGE,DISK,CA,11/1/1983 20:00
Gibsonville,,LIGHT,NC,11/1/1983 20:00
Kingston,,TRIANGLE,NY,11/1/1983 21:00
Virginia Beach,,LIGHT,VA,11/15/1983 17:00
Sutherland,,OTHER,NE,11/15/1983 23:30
Lake Okeechoobee,,OVAL,FL,11/28/1983 23:00
Madison,,,WI,12/1/1983 2:00
Indian Springs,,,NV,12/3/1983 2:00
Kent,,,WA,12/5/1983 5:00
Garner,,TRIANGLE,NC,12/15/1983 1:15
Charlottesville,,DISK,VA,12/31/1983 20:00
Fayetteville,,FIREBALL,NC,1/3/1984 13:00
St. George,,FORMATION,UT,1/8/1984 22:00
Idaho,,VARIOUS,ID,1/13/1984 2:12
Valier,,LIGHT,MT,1/21/1984 21:00
Bozeman,,CIGAR,MT,1/23/1984 6:45
Kirkland,,CIRCLE,IL,1/24/1984 0:00
Rolla,YELLOW,LIGHT,MO,1/26/1984 19:30
Columbia,,,SC,2/1/1984 21:00
Marlow,,FIREBALL,NH,2/10/1984 22:00
Eugene,,TRIANGLE,OR,3/1/1984 22:00
Cowansville,,TRIANGLE,PA,3/14/1984 16:00
Griffin,RED YELLOW,CIRCLE,GA,3/15/1984 20:00
Greenville,,TRIANGLE,VA,3/15/1984 21:30
Alton,,OTHER,ME,3/18/1984 2:30
Newburgh,,CIRCLE,NY,3/24/1984 8:00
Mettacahonts,,FORMATION,NY,3/27/1984 20:00
Rosendale,,CIRCLE,NY,3/27/1984 23:00
Griffin,,CIRCLE,GA,3/30/1984 13:00
Arlington,,TRIANGLE,TX,4/5/1984 21:30
Monahans,,,TX,4/11/1984 2:00
Southwest City,,LIGHT,MO,4/11/1984 21:30
Branford,,EGG,CT,4/15/1984 0:00
Lake Worth,,DISK,FL,4/15/1984 2:00
Elizabethtown,,DISK,KY,4/15/1984 15:00
Yelvington,,TRIANGLE,KY,4/15/1984 21:00
Magnolia,,DISK,TX,4/21/1984 22:00
Auburn,,TRIANGLE,NY,4/23/1984 5:30
Joliet,,CIRCLE,IL,5/1/1984 18:00
Glen Rose,,TRIANGLE,AR,5/1/1984 19:00
Burnsville,RED,RECTANGLE,MN,5/1/1984 20:00
Proctorville,BLUE,DISK,OH,5/5/1984 12:00
Cloquet,,OTHER,MN,5/5/1984 22:00
Los Angeles,,DISK,CA,5/14/1984 15:00
Cleveland,,OTHER,GA,5/15/1984 16:00
Flower Mound,,DISK,TX,5/15/1984 18:45
Winchester,,CIRCLE,VA,5/15/1984 23:00
Barstow,,CIRCLE,CA,5/20/1984 21:00
Marlette,,,MI,5/20/1984 22:30
Longview,,TRIANGLE,TX,5/21/1984 21:30
